EmployeeID,Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,ManagerID,Department
3380,29,No,Travel_Frequently,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,3.0,4.0,3.0,3,3,1116,Research & Development
3381,35,No,Travel_Rarely,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3,614,Human Resources
3382,52,No,Travel_Rarely,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,4.0,4.0,2.0,3,3,3008,Research & Development
3383,58,Yes,Travel_Rarely,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3,1095,Sales
3384,53,No,Travel_Rarely,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3,1516,Research & Development
3385,30,No,Travel_Rarely,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3,4337,Sales
3386,38,No,Non-Travel,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4,2379,Sales
3387,35,No,Travel_Rarely,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3,4334,Sales
3388,39,No,Travel_Rarely,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,,3.0,3.0,2,3,125,Sales
3389,40,Yes,Non-Travel,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3,2526,Research & Development
3390,47,No,Travel_Frequently,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3,85,Research & Development
3391,36,No,Non-Travel,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3,2725,Sales
3392,31,Yes,Non-Travel,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4,2385,Research & Development
3393,33,No,Non-Travel,15,3,Other,1,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3,758,Sales
3394,29,Yes,Travel_Rarely,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3,1380,Human Resources
3395,33,No,Travel_Rarely,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3,4147,Research & Development
3396,45,No,Travel_Rarely,26,1,Medical,1,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3,1587,Research & Development
3397,50,No,Travel_Rarely,10,1,Life Sciences,1,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4,2864,Sales
3398,33,No,Travel_Frequently,1,3,Marketing,1,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3,3303,Sales
3399,41,No,Travel_Frequently,11,3,Other,1,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3,570,Sales
3400,27,No,Travel_Rarely,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3,870,Research & Development
3401,45,No,Non-Travel,2,3,Medical,1,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3,2422,Sales
3402,47,No,Travel_Rarely,18,4,Medical,1,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3,704,Sales
3403,30,Yes,Travel_Rarely,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3,353,Sales
3404,50,No,Travel_Rarely,1,3,Technical Degree,1,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3,1987,Research & Development
3405,38,No,Travel_Frequently,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3,4114,Research & Development
3406,46,No,Travel_Rarely,28,3,Medical,1,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3,2762,Research & Development
3407,24,No,Travel_Rarely,28,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3,2867,Sales
3408,35,Yes,Travel_Rarely,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3,3027,Sales
3409,31,No,Travel_Frequently,5,2,Technical Degree,1,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3,786,Research & Development
3410,18,No,Non-Travel,5,4,Other,1,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3,4113,Sales
3411,54,No,Travel_Rarely,23,3,Medical,1,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3,991,Sales
3412,35,No,Travel_Rarely,6,4,Medical,1,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,4014,Research & Development
3413,30,No,Travel_Rarely,4,3,Life Sciences,1,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,1084,Research & Development
3414,20,Yes,Travel_Rarely,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,3275,Research & Development
3415,30,Yes,Travel_Frequently,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,606,Research & Development
3416,26,No,Travel_Rarely,1,3,Marketing,1,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,3979,Sales
3417,22,No,Travel_Rarely,8,3,Other,1,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,543,Research & Development
3418,48,No,Travel_Rarely,2,4,Medical,1,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,2693,Human Resources
3419,48,No,Travel_Rarely,3,3,Medical,1,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,965,Sales
3420,41,No,Travel_Rarely,2,3,Life Sciences,1,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,2013,Research & Development
3421,39,No,Travel_Rarely,2,3,Life Sciences,1,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,1774,Sales
3422,27,No,Travel_Rarely,3,3,Life Sciences,1,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,2256,Research & Development
3423,35,No,Travel_Rarely,24,3,Medical,1,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,2228,Sales
3424,42,No,Travel_Rarely,23,4,Other,1,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4.0,3.0,4.0,4,3,2960,Research & Development
3425,50,No,Travel_Rarely,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,2221,Sales
3426,59,No,Travel_Rarely,16,4,Medical,1,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,2554,Research & Development
3427,37,Yes,Travel_Rarely,15,3,Marketing,1,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,3065,Sales
3428,55,No,Travel_Frequently,26,2,Life Sciences,1,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,2274,Research & Development
3429,41,No,Non-Travel,19,1,Life Sciences,1,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,1987,Research & Development
3430,38,No,Travel_Rarely,24,2,Other,1,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3,606,Research & Development
3431,26,Yes,Non-Travel,21,1,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,1575,Research & Development
3432,52,Yes,Travel_Rarely,5,4,Medical,1,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,1388,Research & Development
3433,44,No,Travel_Rarely,16,3,Life Sciences,1,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,4353,Research & Development
3434,50,No,Non-Travel,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,1380,Human Resources
3435,36,Yes,Travel_Rarely,2,4,Technical Degree,1,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,1095,Sales
3436,39,No,Travel_Frequently,11,3,Marketing,1,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,991,Sales
3437,33,No,Non-Travel,9,2,Technical Degree,1,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,1064,Sales
3438,45,No,Travel_Rarely,7,2,Other,1,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,3384,Research & Development
3439,32,No,Non-Travel,15,3,Medical,1,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,3285,Research & Development
3440,34,No,Travel_Rarely,6,4,Marketing,1,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,1834,Sales
3441,59,No,Travel_Rarely,5,3,Life Sciences,1,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,3457,Research & Development
3442,45,No,Travel_Rarely,16,1,Medical,1,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,910,Research & Development
3443,53,No,Travel_Frequently,8,2,Medical,1,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,3691,Sales
3444,36,Yes,Travel_Rarely,7,2,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,2647,Research & Development
3445,26,Yes,Travel_Frequently,2,3,Life Sciences,1,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,1449,Sales
3446,34,No,Travel_Rarely,2,2,Life Sciences,1,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,3384,Research & Development
3447,28,No,Travel_Rarely,10,3,Other,1,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,2385,Research & Development
3448,38,No,Travel_Frequently,9,4,Medical,1,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,3238,Sales
3449,50,No,Travel_Rarely,5,4,Life Sciences,1,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,1990,Research & Development
3450,37,No,Travel_Rarely,1,3,Life Sciences,1,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,876,Research & Development
3451,40,No,Travel_Rarely,2,3,Medical,1,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,106,Human Resources
3452,26,No,Travel_Frequently,3,3,Medical,1,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,1174,Research & Development
3453,46,No,Travel_Rarely,2,1,Medical,1,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,1755,Research & Development
3454,54,No,Travel_Rarely,5,3,Medical,1,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,3823,Research & Development
3455,56,No,Travel_Frequently,1,2,Life Sciences,1,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,244,Research & Development
3456,36,No,Travel_Rarely,4,2,Life Sciences,1,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,1805,Research & Development
3457,55,No,Non-Travel,2,3,Medical,1,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,2450,Research & Development
3458,43,No,Travel_Rarely,25,2,Life Sciences,1,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,909,Sales
3459,20,Yes,Travel_Frequently,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,304,Sales
3460,21,Yes,Travel_Rarely,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,1679,Research & Development
3461,46,No,Travel_Rarely,12,3,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,2379,Sales
3462,51,Yes,Travel_Rarely,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,2808,Sales
3463,28,Yes,Non-Travel,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,3071,Research & Development
3464,26,No,Travel_Rarely,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,517,Research & Development
3465,30,No,Travel_Rarely,8,3,Medical,1,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,2303,Research & Development
3466,41,No,Travel_Rarely,1,4,Life Sciences,1,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,1823,Sales
3467,38,No,Travel_Rarely,5,3,Technical Degree,1,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,1340,Research & Development
3468,40,No,Travel_Rarely,1,4,Marketing,1,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,30,Sales
3469,27,No,Non-Travel,11,3,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,2808,Sales
3470,55,No,Travel_Frequently,23,5,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,3025,Research & Development
3471,28,No,Travel_Rarely,1,3,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,2127,Research & Development
3472,44,Yes,Travel_Rarely,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,825,Research & Development
3473,33,No,Travel_Rarely,23,4,Marketing,1,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,2565,Sales
3474,35,Yes,Travel_Rarely,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,364,Sales
3475,33,Yes,Travel_Frequently,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,1056,Research & Development
3476,28,No,Travel_Rarely,1,1,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,1223,Human Resources
3477,34,No,Travel_Frequently,29,4,Marketing,1,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,30,Sales
3478,37,No,Travel_Rarely,7,4,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,131,Research & Development
3479,25,Yes,Travel_Rarely,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,1223,Human Resources
3480,26,Yes,Travel_Rarely,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,965,Sales
3481,33,Yes,Travel_Rarely,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,1593,Research & Development
3482,42,No,Travel_Rarely,11,1,Life Sciences,1,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,2858,Research & Development
3483,28,Yes,Travel_Frequently,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,2744,Research & Development
3484,50,Yes,Travel_Frequently,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,786,Research & Development
3485,33,No,Travel_Frequently,9,3,Medical,1,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,3979,Sales
3486,34,No,Non-Travel,1,1,Marketing,1,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,3849,Sales
3487,48,No,Non-Travel,2,1,Life Sciences,1,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,1.0,4.0,2.0,3,3,1823,Sales
3488,45,No,Non-Travel,1,3,Medical,1,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,744,Research & Development
3489,52,No,Travel_Rarely,1,3,Life Sciences,1,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,30,Sales
3490,38,No,Travel_Rarely,6,2,Medical,1,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,520,Research & Development
3491,29,No,Travel_Rarely,8,3,Medical,1,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,1443,Research & Development
3492,28,No,Travel_Rarely,1,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,3291,Human Resources
3493,46,No,Travel_Rarely,6,4,Medical,1,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,3025,Research & Development
3494,38,No,Travel_Rarely,7,4,Medical,1,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,1018,Research & Development
3495,43,No,Travel_Frequently,5,3,Medical,1,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,804,Research & Development
3496,39,Yes,Travel_Frequently,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,2225,Sales
3497,40,No,Travel_Rarely,1,1,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,876,Research & Development
3498,21,No,Travel_Rarely,1,4,Life Sciences,1,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,249,Research & Development
3499,39,No,Non-Travel,6,3,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,3546,Research & Development
3500,36,No,Non-Travel,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,245,Research & Development
3501,31,No,Travel_Frequently,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,1200,Research & Development
3502,28,No,Travel_Rarely,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,3510,Sales
3503,35,No,Travel_Frequently,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,3275,Research & Development
3504,49,No,Travel_Rarely,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,3931,Sales
3505,34,No,Travel_Frequently,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,298,Sales
3506,29,No,Travel_Frequently,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,2353,Research & Development
3507,42,No,Travel_Rarely,21,2,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,3510,Sales
3508,29,No,Travel_Rarely,4,2,Other,1,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,1338,Sales
3509,38,No,Travel_Rarely,1,3,Medical,1,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,2647,Research & Development
3510,28,No,Travel_Frequently,6,4,Life Sciences,1,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,914,Sales
3511,18,Yes,Non-Travel,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,1131,Research & Development
3512,33,Yes,Travel_Rarely,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,2134,Research & Development
3513,41,No,Travel_Rarely,4,2,Medical,1,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,2295,Research & Development
3514,31,Yes,Travel_Frequently,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,3065,Sales
3515,37,No,Travel_Rarely,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,1388,Research & Development
3516,27,No,Travel_Rarely,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,91,Research & Development
3517,34,No,Travel_Rarely,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,4278,Sales
3518,35,No,Travel_Rarely,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,4071,Research & Development
3519,29,Yes,Travel_Rarely,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,1765,Research & Development
3520,40,No,Travel_Frequently,2,4,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,4328,Research & Development
3521,42,Yes,Travel_Frequently,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,2461,Sales
3522,42,No,Travel_Rarely,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,2913,Research & Development
3523,35,No,Travel_Rarely,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,3008,Research & Development
